Program,Week,Day,Order,Exercise,Sets,Reps,Tempo,Rest,RPE,Instruction
JackProgram,18.0,122.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,7.5,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,18.0,122.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,7.5,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,18.0,122.0,5.0,Plank Hold,3.0,45s,,60s,7.5,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,18.0,123.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,18.0,123.0,2.0,Steady Tempo Bike,1.0,29 min,,,7.0,"Continuous steady effort for 29 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,18.0,124.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,7.5,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,18.0,124.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,7.5,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,18.0,124.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,7.5,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,18.0,124.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,7.5,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,18.0,124.0,5.0,Farmer Carry,3.0,40m,,90s,7.5,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,18.0,125.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,18.0,125.0,2.0,Rowing Machine,4.0,2000m,,240s,8.0,4 x 2000m at 1:57 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,18.0,126.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,19.0,127.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,8.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,19.0,127.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,8.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,19.0,127.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,8.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,19.0,127.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,8.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,19.0,127.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,8.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,19.0,128.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,19.0,128.0,2.0,Air Bike Sprints,5.0,24 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 5 sets x 24 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,19.0,129.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,8.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,19.0,129.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,8.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,19.0,129.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,8.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,19.0,129.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,8.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,19.0,129.0,5.0,Plank Hold,3.0,45s,,60s,8.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,19.0,130.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,19.0,130.0,2.0,Steady Tempo Treadmill Run,1.0,32 min,,,7.0,"Continuous steady effort for 32 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,19.0,131.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,8.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,19.0,131.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,8.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,19.0,131.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,8.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,19.0,131.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,8.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,19.0,131.0,5.0,Farmer Carry,3.0,40m,,90s,8.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,19.0,132.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,19.0,132.0,2.0,Rowing Machine,5.0,2000m,,240s,8.0,5 x 2000m at 1:57 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,19.0,133.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,20.0,134.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,8.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,20.0,134.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,8.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,20.0,134.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,8.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,20.0,134.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,8.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,20.0,134.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,8.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,20.0,135.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,20.0,135.0,2.0,Self-Powered Treadmill Sprints,5.0,25 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 5 sets x 25 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,20.0,136.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,8.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,20.0,136.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,8.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,20.0,136.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,8.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,20.0,136.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,8.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,20.0,136.0,5.0,Plank Hold,3.0,45s,,60s,8.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,20.0,137.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,20.0,137.0,2.0,Steady Tempo Bike,1.0,35 min,,,7.0,"Continuous steady effort for 35 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,20.0,138.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,8.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,20.0,138.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,8.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,20.0,138.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,8.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,20.0,138.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,8.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,20.0,138.0,5.0,Farmer Carry,3.0,40m,,90s,8.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,20.0,139.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,20.0,139.0,2.0,Rowing Machine,5.0,2000m,,240s,8.0,5 x 2000m at 1:55 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,20.0,140.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,21.0,141.0,1.0,Leg Press,3.0,10.0,3-1-1-0,120s,5.0,70% of working weight. Focus on perfect form and control.
JackProgram,21.0,141.0,2.0,Dumbbell Bench Press,3.0,8.0,3-1-1-0,90s,5.0,"70% of working weight. Slow tempo, technique focus."
JackProgram,21.0,141.0,3.0,Cable Chest Fly,2.0,12.0,3-1-1-0,60s,5.0,"Light weight, focus on mind-muscle connection."
JackProgram,21.0,141.0,4.0,Plank Hold,2.0,30s,,60s,5.0,Easy hold. Focus on breathing and bracing.
JackProgram,21.0,142.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,21.0,142.0,2.0,Air Bike or Self-Powered Treadmill Sprints,2.0,15 kcal,,180s,7.0,"DELOAD: Half volume, no all-out effort. 70% intensity. Focus on form and breathing."
JackProgram,21.0,143.0,1.0,Romanian Deadlift,3.0,8.0,3-1-1-0,120s,5.0,70% of working weight. Perfect hip hinge pattern.
JackProgram,21.0,143.0,2.0,Lat Pulldown,3.0,10.0,3-1-1-0,90s,5.0,"70% of working weight. Full range of motion, slow negative."
JackProgram,21.0,143.0,3.0,Cable Face Pulls,2.0,15.0,2-2-1-0,60s,5.0,Light. Shoulder health and mobility focus.
JackProgram,21.0,143.0,4.0,Dead Hang,2.0,30s,,60s,5.0,"Relax shoulders, decompress spine. Grip work."
JackProgram,21.0,144.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,21.0,144.0,2.0,Easy Tempo Run or Bike,1.0,15 min,,,5.0,"DELOAD: Easy continuous effort. 50% of normal volume. Keep heart rate low, focus on breathing rhythm."
JackProgram,21.0,145.0,1.0,Goblet Squat,3.0,10.0,3-1-1-0,90s,5.0,"70% of working weight. Deep squat, focus on mobility."
JackProgram,21.0,145.0,2.0,Incline Dumbbell Press,2.0,10.0,3-1-1-0,90s,5.0,Light. Technique and range of motion focus.
JackProgram,21.0,145.0,3.0,Walking Lunges,2.0,10/leg,2-0-1-0,90s,5.0,Bodyweight or very light. Balance and stability focus.
JackProgram,21.0,145.0,4.0,Farmer Carry,2.0,30m,,90s,5.0,Moderate weight. Posture focus.
JackProgram,21.0,146.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,21.0,146.0,2.0,Rowing Machine,2.0,2000m,,300s,5.0,DELOAD: 2 x 2000m at easy pace (2:05+ per 500m). Rest 5 min. Focus on technique and breathing.
JackProgram,21.0,147.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,22.0,148.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,6.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,22.0,148.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,6.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,22.0,148.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,6.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,22.0,148.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,6.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,22.0,148.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,6.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,22.0,149.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,22.0,149.0,2.0,Self-Powered Treadmill Sprints,3.0,20 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 3 sets x 20 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,22.0,150.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,6.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,22.0,150.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,6.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,22.0,150.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,6.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,22.0,150.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,6.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,22.0,150.0,5.0,Plank Hold,3.0,45s,,60s,6.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,22.0,151.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,22.0,151.0,2.0,Steady Tempo Bike,1.0,20 min,,,6.0,"Continuous steady effort for 20 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,22.0,152.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,6.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,22.0,152.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,6.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,22.0,152.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,6.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,22.0,152.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,6.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,22.0,152.0,5.0,Farmer Carry,3.0,40m,,90s,6.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,22.0,153.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,22.0,153.0,2.0,Rowing Machine,3.0,2000m,,240s,8.0,3 x 2000m at 2:00 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,22.0,154.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,23.0,155.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,6.5,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,23.0,155.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,6.5,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,23.0,155.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,6.5,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,23.0,155.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,6.5,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,23.0,155.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,6.5,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,23.0,156.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,23.0,156.0,2.0,Air Bike Sprints,3.0,22 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 3 sets x 22 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,23.0,157.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,6.5,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,23.0,157.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,6.5,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,23.0,157.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,6.5,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,23.0,157.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,6.5,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,23.0,157.0,5.0,Plank Hold,3.0,45s,,60s,6.5,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,23.0,158.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,23.0,158.0,2.0,Steady Tempo Treadmill Run,1.0,23 min,,,6.0,"Continuous steady effort for 23 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,23.0,159.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,6.5,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,23.0,159.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,6.5,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,23.0,159.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,6.5,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,23.0,159.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,6.5,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,23.0,159.0,5.0,Farmer Carry,3.0,40m,,90s,6.5,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,23.0,160.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,23.0,160.0,2.0,Rowing Machine,3.0,2000m,,240s,8.0,3 x 2000m at 1:59 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,23.0,161.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,24.0,162.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,7.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,24.0,162.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,7.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,24.0,162.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,7.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,24.0,162.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,7.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,24.0,162.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,7.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,24.0,163.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,24.0,163.0,2.0,Self-Powered Treadmill Sprints,4.0,22 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 4 sets x 22 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,24.0,164.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,7.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,24.0,164.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,7.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,24.0,164.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,7.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,24.0,164.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,7.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,24.0,164.0,5.0,Plank Hold,3.0,45s,,60s,7.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,24.0,165.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,24.0,165.0,2.0,Steady Tempo Bike,1.0,26 min,,,6.0,"Continuous steady effort for 26 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,24.0,166.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,7.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,24.0,166.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,7.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,24.0,166.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,7.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,24.0,166.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,7.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,24.0,166.0,5.0,Farmer Carry,3.0,40m,,90s,7.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,24.0,167.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,24.0,167.0,2.0,Rowing Machine,4.0,2000m,,240s,8.0,4 x 2000m at 1:58 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,24.0,168.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,25.0,169.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,7.5,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,25.0,169.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,7.5,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,25.0,169.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,7.5,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,25.0,169.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,7.5,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,25.0,169.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,7.5,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,25.0,170.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,25.0,170.0,2.0,Air Bike Sprints,4.0,24 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 4 sets x 24 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,25.0,171.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,7.5,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,25.0,171.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,7.5,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,25.0,171.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,7.5,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,25.0,171.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,7.5,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,25.0,171.0,5.0,Plank Hold,3.0,45s,,60s,7.5,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,25.0,172.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,25.0,172.0,2.0,Steady Tempo Treadmill Run,1.0,29 min,,,7.0,"Continuous steady effort for 29 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,25.0,173.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,7.5,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,25.0,173.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,7.5,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,25.0,173.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,7.5,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,25.0,173.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,7.5,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,25.0,173.0,5.0,Farmer Carry,3.0,40m,,90s,7.5,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,25.0,174.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,25.0,174.0,2.0,Rowing Machine,4.0,2000m,,240s,8.0,4 x 2000m at 1:57 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,25.0,175.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,26.0,176.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,8.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,26.0,176.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,8.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,26.0,176.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,8.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,26.0,176.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,8.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,26.0,176.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,8.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,26.0,177.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,26.0,177.0,2.0,Self-Powered Treadmill Sprints,5.0,24 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 5 sets x 24 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,26.0,178.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,8.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
